Liste aller offiziellen und inoffiziellen Ports:

0 	– 	UDP 	reserviert 	offiziell
29900–29901 	– 	– 	Nintendo Wi-Fi Connection 	inoffiziell
29920 	– 	– 	Nintendo Wi-Fi Connection 	inoffiziell
30000 	– 	– 	Pokémon Netbattle 	inoffiziell
30033 	TCP 	– 	TeamSpeak 3 DateiTransfer 	inoffiziell
30301 	– 	– 	BitTorrent 	inoffiziell
30564 	TCP 	– 	Multiplicity: keyboard/mouse/clipboard sharing software 	inoffiziell
30464-30718 	– 	UDP 	Kaba Gruppe, BCLAN 	inoffiziell
30718 	– 	UDP 	Lantronix 	inoffiziell
30777 	TCP 	– 	ZangZing agent 	inoffiziell
31337 	TCP 	– 	Back Orifice – Fernwartung (oft jedoch Trojanisches Pferd) 	inoffiziell
31415 	– 	– 	ThoughtSignal – Server Communication Service 	inoffiziell
31456 	TCP 	– 	TetriNET IRC Gateway 	inoffiziell
31457 	TCP 	– 	TetriNET 	offiziell
31458 	TCP 	– 	TetriNET 	inoffiziell
32123 	TCP 	– 	x3Lobby 	inoffiziell
32245 	TCP 	– 	MMTSG-mutualed over MMT 	inoffiziell
32400 	TCP 	– 	Plex Media Server 	inoffiziell
32769 	TCP 	– 	FileNet RPC 	inoffiziell
32976 	TCP 	– 	LogMeIn Hamachi 	inoffiziell
33434 	TCP 	UDP 	traceroute 	offiziell
34443 	– 	– 	Linksys PSUS4 print server 	inoffiziell
36963 	– 	UDP 	Counter Strike 2D 	inoffiziell
37659 	TCP 	– 	Axence nVision 	inoffiziell
37777 	TCP 	– 	Digital Video Recorder hardware 	inoffiziell
38000 	TCP 	– 	InfoVista Server Database[82] 	offiziell
38001-38500 	TCP 		PCS IT-Trading Tradecontrol 	inoffiziell
40000 	TCP 	UDP 	SafetyNET p Echtzeit Industrial Ethernet 	offiziell
40001 	TCP 	UDP 	JamesWebster port Echtzeit Industrial Ethernet 	offiziell
41144 	TCP 	– 	TeamSpeak DNS (TSDNS) 	inoffiziell
41823 	TCP 	UDP 	Murealm Client 	inoffiziell
43047 	TCP 	– 	TheòsMessenger 	offiziell
43048 	TCP 	– 	TheòsMessenger 	offiziell
43594–43595 	TCP 	– 	Jagex, RuneScape, FunOrb etc. 	inoffiziell
44818 	TCP 	UDP 	EtherNet/IP (Industrial Ethernet) 	offiziell
47808 	TCP 	UDP 	BACnet 	offiziell
48898 	TCP 	– 	Automation Device Specification (Beckhoff Automation)[83] 	inoffiziell
48899 	– 	UDP 	Automation Device Specification (Beckhoff Automation)[83] 	inoffiziell
49000 	TCP 	UDP 	Server für Statusinformationen, SOAP (z. B. bei Fritz!Box) 	inoffiziell
49151 	TCP 	UDP 	reserviert 	offiziell 


Dynamische Port-Bereiche von 49152 - 65535

51820 	- 	UDP 	WireGuard 	inoffiziell
57621 	- 	UDP 	Spotify 	inoffiziell
60000–61000 	TCP 	UDP 	Mosh 	inoffiziell
64738 	TCP 	UDP 	Mumble 	inoffiziell 

